observed_nearest_gene_overlap,blood_nearest_genes,liver_nearest_genes,null_mean,null_sd,null_2.5%,null_97.5%,fold_vs_null,empirical_p
4716,7869,8420,4215.082,34.52145719703916,4148.975,4285.0,1.1188394436929103,0.000999000999000999
